Total project count,To-do list,Program,Program Targets/Solicitation,Program Website,Companies,Status,Recipient Type,Start Date,End Date,Tech Category,Website(s),,,Tagline,Outcome,,Comments,,,,,,,,,,,
1,0,DELTA,https://drive.google.com/open?id=1ZVUUcPDHm5-8ddOv4sJ4ZuVFtsErCGii ,https://arpa-e.energy.gov/?q=arpa-e-programs/delta,"University of California, Berkeley (UC Berkeley)",ALUMNI,Non-profit,5/14/15,6/30/18,Building Efficiency,https://witricity.com/technology/,,,Wirelessly Powered Heating and Cooling Devices,Persist,https://scholar.google.com/citations?hl=en&user=8rRFSEgAAAAJ&view_op=list_works&sortby=pubdate,,,,,,,,,,,,
1,0,DELTA,https://drive.google.com/open?id=1ZVUUcPDHm5-8ddOv4sJ4ZuVFtsErCGii ,https://arpa-e.energy.gov/?q=arpa-e-programs/delta,"University of California, Irvine (UC Irvine)",ALUMNI,Non-profit,4/20/15,4/19/18,Building Efficiency,http://innovation.uci.edu/2019/01/uci-professor-alon-gorodetsky-turns-science-fiction-into-reality/,,,Thermocomfort Cloth,Persist,,,,,,,,,,,,,
1,0,DELTA,https://drive.google.com/open?id=1ZVUUcPDHm5-8ddOv4sJ4ZuVFtsErCGii ,https://arpa-e.energy.gov/?q=arpa-e-programs/delta,"University of California, San Diego (UC San Diego)",ALUMNI,Non-profit,5/7/15,9/6/18,Building Efficiency,https://www.biolinq.me/,https://scholar.google.com/citations?hl=en&user=0DEykT4AAAAJ&view_op=list_works&sortby=pubdate,,Adaptive Textiles Technology,Persist,,,,,,,,,,,,,
1,0,DELTA,https://drive.google.com/open?id=1ZVUUcPDHm5-8ddOv4sJ4ZuVFtsErCGii ,https://arpa-e.energy.gov/?q=arpa-e-programs/delta,University of Maryland (UMD),ALUMNI,Non-profit,4/15/15,5/12/18,Building Efficiency,http://mobilecomfort.us/,http://www.ceee.umd.edu/roco,,Robotic Personal Conditioning Device,Persist,,,,,,,,,,,,,
1,0,DELTA,https://drive.google.com/open?id=1ZVUUcPDHm5-8ddOv4sJ4ZuVFtsErCGii ,https://arpa-e.energy.gov/?q=arpa-e-programs/delta,University of Maryland (UMD),ALUMNI,Non-profit,5/1/15,9/30/18,Building Efficiency,https://science.sciencemag.org/content/363/6427/619.abstract,,,Meta-Cooling Textile,Persist,,,,,,,,,,,,,
1,0,DELTA,https://drive.google.com/open?id=1ZVUUcPDHm5-8ddOv4sJ4ZuVFtsErCGii ,https://arpa-e.energy.gov/?q=arpa-e-programs/delta,Stanford University,CANCELLED,Non-profit,4/30/15,9/30/17,Building Efficiency,https://science.sciencemag.org/content/353/6303/1019/tab-pdf,https://reader.elsevier.com/reader/sd/pii/S2542435119301552?token=1E7E8736B21E15CB51887552F6E198B517120A3B64E2E8C2D6552FC1B200CF14ABF08F612433406C174E21BB9A3B4615,https://patents.google.com/patent/US20190008217A1/en,Photonic Structure Textiles,Persist,,,,,,,,,,,,,
1,0,GENI,https://drive.google.com/open?id=1cOpjiPpGdDtG-AT8EDryiONh8jWKK48x ,https://arpa-e.energy.gov/?q=arpa-e-programs/geni,AutoGrid,ALUMNI,For-profit,1/11/12,3/31/14,Grid,https://www.auto-grid.com/platform/autogrid-flex/,https://arpa-e.energy.gov/?q=impact-sheet/autogrid-geni,,Integration of Renewables via Demand Management,Persist,,,,,,,,,,,,,
1,0,GENI,https://drive.google.com/open?id=1cOpjiPpGdDtG-AT8EDryiONh8jWKK48x ,https://arpa-e.energy.gov/?q=arpa-e-programs/geni,Boston University (BU),ALUMNI,Non-profit,4/19/13,3/31/16,Grid,http://newgridinc.com/about-us/,,,Decision-Support Software for Grid Operators,Persist,,,,,,,,,,,,,1
1,0,GENI,https://drive.google.com/open?id=1cOpjiPpGdDtG-AT8EDryiONh8jWKK48x ,https://arpa-e.energy.gov/?q=arpa-e-programs/geni,California Institute of Technology (Caltech),ALUMNI,Non-profit,3/1/12,6/1/15,Grid,http://netlab.caltech.edu/research/power-systems-dynamics,https://patents.google.com/patent/US20160036225A1/en,,Scalable Distributed Automation System,Persist,,,,,,,,,,,,,
1,0,GENI,https://drive.google.com/open?id=1cOpjiPpGdDtG-AT8EDryiONh8jWKK48x ,https://arpa-e.energy.gov/?q=arpa-e-programs/geni,Cornell University,ALUMNI,Non-profit,2/8/12,8/7/15,Grid,https://www.engineering.cornell.edu/faculty-directory/ken-birman,,,Cloud Computing for the Grid,Persist,,http://www.cs.cornell.edu/Projects/gridcontrol/,,,,,,,,,,,
1,0,GENI,https://drive.google.com/open?id=1cOpjiPpGdDtG-AT8EDryiONh8jWKK48x ,https://arpa-e.energy.gov/?q=arpa-e-programs/geni,General Atomics,ALUMNI,For-profit,1/9/12,7/31/13,Grid,http://www.ga.com/,,,Low-Insertion HVDC Circuit Breaker,Perish,,no data,,,,,,,,,,,
1,0,GENI,https://drive.google.com/open?id=1cOpjiPpGdDtG-AT8EDryiONh8jWKK48x ,https://arpa-e.energy.gov/?q=arpa-e-programs/geni,General Electric (GE) Global Research,ALUMNI,For-profit,2/24/12,5/31/14,Grid,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7934968,https://patents.google.com/patent/EP3007177A1/en,https://arpa-e.energy.gov/sites/default/files/15_GE_Sellick_GENI3.pdf,Cost-Effective Cable Insulation,Persist,,,,,,,,,,,,,
1,0,GENI,https://drive.google.com/open?id=1cOpjiPpGdDtG-AT8EDryiONh8jWKK48x ,https://arpa-e.energy.gov/?q=arpa-e-programs/geni,General Electric (GE) Global Research,ALUMNI,For-profit,1/23/12,1/22/15,Grid,https://arpa-e.energy.gov/sites/default/files/15_GE_Sellick_GENI3.pdf,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7140611,https://www.gegridsolutions.com/Power_Projects.htm,Connecting Renewables Directly to the Grid,Persist,,,,,,,,,,,,,
1,0,GENI,https://drive.google.com/open?id=1cOpjiPpGdDtG-AT8EDryiONh8jWKK48x ,https://arpa-e.energy.gov/?q=arpa-e-programs/geni,Georgia Tech Research Corporation,ALUMNI,Non-profit,1/11/12,2/15/15,Grid,https://prosumergrid.com/about/,https://arpa-e.energy.gov/?q=slick-sheet-project/distribution-operator-simulation-studio,,"Autonomous, Decentralized Grid Architecture",Persist,,https://prosumergrid.com/,,,,,,,,,,,1
1,0,GENI,https://drive.google.com/open?id=1cOpjiPpGdDtG-AT8EDryiONh8jWKK48x ,https://arpa-e.energy.gov/?q=arpa-e-programs/geni,Michigan State University (MSU),ALUMNI,Non-profit,2/8/12,11/15/15,Grid,https://www.switchedsource.com/,https://innovationcenter.msu.edu/news/startup-spotlight-switched-source-transformerless-upfc,,Power Flow Controller for Renewables,Persist,,,,,,,,,,,,,1
1,0,GENI,https://drive.google.com/open?id=1cOpjiPpGdDtG-AT8EDryiONh8jWKK48x ,https://arpa-e.energy.gov/?q=arpa-e-programs/geni,Oak Ridge National Laboratory (ORNL),ALUMNI,Non-profit,2/24/12,6/30/17,Grid,https://arpa-e.energy.gov/sites/default/files/13_ORNL_Dimitrovski_GENI3.pdf,https://patents.google.com/patent/US20170324389A1/en,,Magnetic Amplifier for Power Flow Control,Persist,,,,,,,,,,,,,
1,0,GENI,https://drive.google.com/open?id=1cOpjiPpGdDtG-AT8EDryiONh8jWKK48x ,https://arpa-e.energy.gov/?q=arpa-e-programs/geni,Sandia National Laboratories,ALUMNI,Non-profit,4/1/12,1/16/15,Grid,https://energy.sandia.gov/sandia-develops-stochastic-production-cost-model-simulator-for-electric-power-systems/,,,Probability-Based Software for Grid Optimization,Perish,,"nothing within last three years, although PI is active",https://scholar.google.com/citations?hl=en&user=yhYHHhoAAAAJ&view_op=list_works&sortby=pubdate,,,,,,,,,,
1,0,GENI,https://drive.google.com/open?id=1cOpjiPpGdDtG-AT8EDryiONh8jWKK48x ,https://arpa-e.energy.gov/?q=arpa-e-programs/geni,Smart Wire Grid,ALUMNI,For-profit,4/23/12,9/30/14,Grid,https://www.smartwires.com/,https://arpa-e.energy.gov/?q=impact-sheet/smart-wires-geni,,Distributed Power Flow Control,Persist,,,,,,,,,,,,,
1,0,GENI,https://drive.google.com/open?id=1cOpjiPpGdDtG-AT8EDryiONh8jWKK48x ,https://arpa-e.energy.gov/?q=arpa-e-programs/geni,Texas Engineering Experiment Station (TEES),ALUMNI,Non-profit,3/1/12,6/30/15,Grid,http://smartgridcenter.tamu.edu/sgctamu/index.php/projects/,https://arpa-e.energy.gov/sites/default/files/6_TEES_Kezunovic_GENI3.pdf,https://www.ferc.gov/CalendarFiles/20150623084846-W2-A%20-%202%20-%20HEDMAN%20-%20Hedman_FERC_20150624_Final.pdf,Automated Grid Disruption Response System,Perish,,"research group active, but nothing for RATC project in the past three years",,,,,,,,,,,
1,0,GENI,https://drive.google.com/open?id=1cOpjiPpGdDtG-AT8EDryiONh8jWKK48x ,https://arpa-e.energy.gov/?q=arpa-e-programs/geni,University of Washington (UW),ALUMNI,Non-profit,3/1/12,10/14/15,Grid,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7587806,,,Renewable Energy Positioning System,Persist,,,,,,,,,,,,,
1,0,GENI,https://drive.google.com/open?id=1cOpjiPpGdDtG-AT8EDryiONh8jWKK48x ,https://arpa-e.energy.gov/?q=arpa-e-programs/geni,Varentec,ALUMNI,For-profit,1/3/12,5/31/16,Grid,http://varentec.com/,https://arpa-e.energy.gov/sites/default/files/Varentec_GENI_ExternalImpactSheet_FINAL.pdf,,Dynamic Power Flow Controller,Persist,,,,,,,,,,,,,
1,0,GRID DATA,https://drive.google.com/open?id=1FzSUlM3KWu__F6pwMPY_MS8QA2d92OE6 ,https://arpa-e.energy.gov/?q=arpa-e-programs/grid-data,"University of Illinois, Urbana-Champaign (UIUC)",ALUMNI,Non-profit,6/20/16,12/31/18,Grid,https://ece.illinois.edu/directory/profile/psauer,https://bettergrids.org/media/university-of-illinois,,Synthetic Data for Power Grid R&amp;D,Persist,,,,,,,,,,,,,
1,0,GRID DATA,https://drive.google.com/open?id=1FzSUlM3KWu__F6pwMPY_MS8QA2d92OE6 ,https://arpa-e.energy.gov/?q=arpa-e-programs/grid-data,University of Michigan,ALUMNI,Non-profit,5/27/16,11/26/18,Grid,,https://db.bettergrids.org/bettergrids/handle/1001/96,,Transmission System Data Set,Persist,,,,,,,,,,,,,
1,0,IDEAS,https://drive.google.com/open?id=1A8u4oPAB431zgUzwqNS9vZSoChhWbBwl ,https://arpa-e.energy.gov/?q=arpa-e-programs/ideas,Bigwood Systems,ALUMNI,For-profit,3/18/15,6/30/16,Grid,https://patents.google.com/patent/US9964980B2/en,,,Global-Optimal Power Flow (G-OPF),Persist,,,,,,,,,,,,,
1,0,IDEAS,https://drive.google.com/open?id=1A8u4oPAB431zgUzwqNS9vZSoChhWbBwl ,https://arpa-e.energy.gov/?q=arpa-e-programs/ideas,Colorado School of Mines,ALUMNI,Non-profit,3/13/17,9/12/18,Resource Efficiency,https://pubs.rsc.org/en/content/articlehtml/2019/me/c8me00073e,,,Thermoelectric Materials Discovery,Persist,,,,,,,,,,,,,
1,0,IDEAS,https://drive.google.com/open?id=1A8u4oPAB431zgUzwqNS9vZSoChhWbBwl ,https://arpa-e.energy.gov/?q=arpa-e-programs/ideas,Johns Hopkins University,ALUMNI,Non-profit,2/15/16,12/31/17,Resource Efficiency,https://www.osti.gov/servlets/purl/1430495,,,Adsorption Compression on Chemical Reactions,Persist,,https://hub.jhu.edu/2018/06/01/reduce-emissions-exhaust-catalyst-system/,,,,,,,,,,,
1,0,IDEAS,https://drive.google.com/open?id=1A8u4oPAB431zgUzwqNS9vZSoChhWbBwl ,https://arpa-e.energy.gov/?q=arpa-e-programs/ideas,Northeastern University,ALUMNI,Non-profit,9/1/16,12/31/17,Building Efficiency,https://web.northeastern.edu/nanomagnetism/research/,,,Materials for Magnetocaloric Applications,Persist,,https://scholar.google.com/citations?hl=en&user=cLMm3tkAAAAJ&view_op=list_works&sortby=pubdate,,,,,,,,,,,
1,0,IDEAS,https://drive.google.com/open?id=1A8u4oPAB431zgUzwqNS9vZSoChhWbBwl ,https://arpa-e.energy.gov/?q=arpa-e-programs/ideas,Otherlab,ALUMNI,For-profit,3/1/17,3/19/18,Grid,https://www.otherlab.com/blog-posts/us-energy-flow-super-sankey,http://www.departmentof.energy/,,Visualizing Energy Dat,Persist,,,,,,,,,,,,,
1,0,IDEAS,https://drive.google.com/open?id=1A8u4oPAB431zgUzwqNS9vZSoChhWbBwl ,https://arpa-e.energy.gov/?q=arpa-e-programs/ideas,Palo Alto Research Center (PARC),ALUMNI,For-Profit,12/17/15,3/31/17,Resource Efficiency,http://www.arpae-summit.com/paperclip/exhibitor_docs/16AE/PARC_a_Xerox_Company_991.pdf,,,Large-Area Thermoelectric Generators,Persist,,,,,,,,,,,,,
1,0,IDEAS,https://drive.google.com/open?id=1A8u4oPAB431zgUzwqNS9vZSoChhWbBwl ,https://arpa-e.energy.gov/?q=arpa-e-programs/ideas,Signetron,ALUMNI,For-profit,7/6/15,7/5/16,Building Efficiency,Website doesn't work,https://www.bloomberg.com/profile/company/0939307D:US,,Mobile Building Audits,Perish,,no data,,,,,,,,,,,
1,0,IMPACCT,https://drive.google.com/open?id=1Vwj77_rTsFLp29n6dBPR2VLjlVUGHmou ,https://arpa-e.energy.gov/?q=arpa-e-programs/impacct,Alliant Techsystems (ATK),ALUMNI,For-profit,7/1/10,6/30/13,Resource Efficiency,https://en.wikipedia.org/wiki/Orbital_Sciences_Corporation,http://acentlabs.com/business-areas/carbon-capture/,,Supersonic Technology for CO2 Capture,Persist,,https://www.osti.gov/biblio/1394653,could also be Perish given technological difficulties,,,,,,,,,,
1,0,IMPACCT,https://drive.google.com/open?id=1Vwj77_rTsFLp29n6dBPR2VLjlVUGHmou ,https://arpa-e.energy.gov/?q=arpa-e-programs/impacct,Codexis,ALUMNI,For-profit,7/1/10,6/30/12,Resource Efficiency,https://www.codexis.com/,,,Better Enzymes for Carbon Capture,Persist,,https://www.pnas.org/content/111/46/16436.short,"can also be Pivot, given that there has been no activity on co2 capture since 2014",,,,,,,,,,
1,0,IMPACCT,https://drive.google.com/open?id=1Vwj77_rTsFLp29n6dBPR2VLjlVUGHmou ,https://arpa-e.energy.gov/?q=arpa-e-programs/impacct,Columbia University,ALUMNI,Non-profit,7/16/10,1/15/14,Resource Efficiency,https://scholar.google.com/citations?hl=en&user=jaoxVkQAAAAJ&view_op=list_works&sortby=pubdate,https://www.arpa-e.energy.gov/sites/default/files/documents/files/CO2_Workshop_Columbia.pdf,,Chemically Accelerated Carbon Mineralization,Persist,,,,,,,,,,,,,
1,0,IMPACCT,https://drive.google.com/open?id=1Vwj77_rTsFLp29n6dBPR2VLjlVUGHmou ,https://arpa-e.energy.gov/?q=arpa-e-programs/impacct,General Electric (GE) Global Research,ALUMNI,For-profit,10/1/10,9/30/13,Resource Efficiency,https://www.netl.doe.gov/sites/default/files/netl-file/Carbon-Capture-Technology-Compendium-2018.pdf,https://www.netl.doe.gov/sites/default/files/event-proceedings/2016/c02%20cap%20review/3-Wednesday/T-Westendorf-GE-Phase-Changing-Absorbent.pdf,https://www.osti.gov/servlets/purl/1182556,CO2 Capture with Liquid-to-Solid Absorbents,Persist,,,,,,,,,,,,,
1,0,IMPACCT,https://drive.google.com/open?id=1Vwj77_rTsFLp29n6dBPR2VLjlVUGHmou ,https://arpa-e.energy.gov/?q=arpa-e-programs/impacct,Georgia Tech Research Corporation,ALUMNI,Non-profit,7/1/10,10/31/12,Resource Efficiency,https://scholar.google.com/scholar?hl=en&as_sdt=0%2C31&q=David+Sholl+arpa-e+carbon+capture&btnG=,https://pubs.acs.org/doi/pdf/10.1021/co3000192?rand=bl4h8m2b,,Composite Membranes for CO2 Capture,Persist,,,,,,,,,,,,,
1,0,IMPACCT,https://drive.google.com/open?id=1Vwj77_rTsFLp29n6dBPR2VLjlVUGHmou ,https://arpa-e.energy.gov/?q=arpa-e-programs/impacct,Lawrence Livermore National Laboratory (LLNL),ALUMNI,Non-profit,8/15/10,12/31/14,Resource Efficiency,https://www.sciencedirect.com/science/article/pii/S187661021300115X,https://www.netl.doe.gov/sites/default/files/event-proceedings/2013/co2%20capture/R-Aines-LLNL-Catalytic-Improvement-of-CCS.pdf,https://www.osti.gov/biblio/1343362,Synthetic Catalysts for CO2 Storage,Persist,,"can also be Perish, given it was not successul and nothing since 2016",,,,,,,,,,,
1,0,IMPACCT,https://drive.google.com/open?id=1Vwj77_rTsFLp29n6dBPR2VLjlVUGHmou ,https://arpa-e.energy.gov/?q=arpa-e-programs/impacct,Massachusetts Institute of Technology (MIT),ALUMNI,Non-profit,7/1/10,1/31/13,Resource Efficiency,https://www.arpa-e.energy.gov/sites/default/files/documents/files/CO2_Workshop_MIT.pdf,https://search.siemens.com/en/?lang=en&site=siemens_c_ww&q=carbon%20capture&lr=lang_en&collapse=true&class=search%2Cbanner%2Ctext&_charset=UTF-8,https://scholar.google.com/citations?hl=en&user=LS8ZyFQAAAAJ&view_op=list_works&sortby=pubdate,CO2 Capture Using Electrical Energy,Persist,,,,,,,,,,,,,
1,0,IMPACCT,https://drive.google.com/open?id=1Vwj77_rTsFLp29n6dBPR2VLjlVUGHmou ,https://arpa-e.energy.gov/?q=arpa-e-programs/impacct,Oak Ridge National Laboratory (ORNL),ALUMNI,Non-profit,7/1/10,8/15/13,Resource Efficiency,https://www.ornl.gov/staff-profile/sheng-dai?page=5,https://reader.elsevier.com/reader/sd/pii/S0032386112008737?token=71103BD6BF42623B82FC933EC7D7218728FBA0E130F326C097B0698DEAAC364E3A24A3F00053A42DF2DFCD7A7D6E3CFF,,High Surface-Area CO2 Sponge,Persist,,,,,,,,,,,,,
1,0,IMPACCT,https://drive.google.com/open?id=1Vwj77_rTsFLp29n6dBPR2VLjlVUGHmou ,https://arpa-e.energy.gov/?q=arpa-e-programs/impacct,Research Triangle Institute (RTI),ALUMNI,Non-profit,7/1/10,9/30/13,Resource Efficiency,https://arpa-e.energy.gov/sites/default/files/documents/files/RTI_ExternalImpactSheet_FINAL.pdf,,,CO2 Capture and Regeneration at Low Temperatures,Persist,,,,,,,,,,,,,
1,0,IMPACCT,https://drive.google.com/open?id=1Vwj77_rTsFLp29n6dBPR2VLjlVUGHmou ,https://arpa-e.energy.gov/?q=arpa-e-programs/impacct,Sustainable Energy Solutions (SES),ALUMNI,For-profit,7/14/10,3/31/15,Resource Efficiency,https://sesinnovation.com/,https://www.netl.doe.gov/sites/default/files/netl-file/Carbon-Capture-Technology-Compendium-2018.pdf,,Capturing CO2 from Exhaust Gas,Persist,,,,,,,,,,,,,
1,0,IMPACCT,https://drive.google.com/open?id=1Vwj77_rTsFLp29n6dBPR2VLjlVUGHmou ,https://arpa-e.energy.gov/?q=arpa-e-programs/impacct,Texas A&M University,ALUMNI,Non-profit,7/1/10,9/30/12,Resource Efficiency,https://www.chem.tamu.edu/rgroup/zhou/research.html,http://www.framergy.com/AYRSORB-F100,,Stimuli-Responsive Metal Organic Frameworks,Pivot,,,,,,,,,,,,,
1,0,IMPACCT,https://drive.google.com/open?id=1Vwj77_rTsFLp29n6dBPR2VLjlVUGHmou ,https://arpa-e.energy.gov/?q=arpa-e-programs/impacct,"University of California, Berkeley (UC Berkeley)",ALUMNI,Non-profit,7/1/10,9/25/15,Resource Efficiency,https://www.cyclotronroad.org/journal/2018/9/19/cyclotron-road-fellows-attract-dept-of-energy-funding,https://arpa-e.energy.gov/sites/default/files/documents/files/UCB_IMPACCT_ExternalImpactSheet_FINAL_0.pdf,,Metal Organic Framework Research,Persist,,,,,,,,,,,,,
1,0,IMPACCT,https://drive.google.com/open?id=1Vwj77_rTsFLp29n6dBPR2VLjlVUGHmou ,https://arpa-e.energy.gov/?q=arpa-e-programs/impacct,"University of Colorado, Boulder (CU-Boulder)",ALUMNI,Non-profit,2/1/11,7/31/14,Resource Efficiency,https://www.netl.doe.gov/sites/default/files/event-proceedings/2013/co2%20capture/R-Singh-LANL-Gelled-IL-Membranes.pdf,https://permalink.lanl.gov/object/tr?what=info:lanl-repo/lareport/LA-UR-13-25438,,Gelled Ionic Liquid-Based Membranes,Persist,,https://www.osti.gov/biblio/1046664-gelled-ionic-liquid-based-membranes-achieving-gpu-permeance-post-combustion-carbon-capture-gelled-ionic-liquid-based-membranes,https://www.sciencedirect.com/science/article/pii/S1876610214018396,,,,,,,,,,
1,0,IMPACCT,https://drive.google.com/open?id=1Vwj77_rTsFLp29n6dBPR2VLjlVUGHmou ,https://arpa-e.energy.gov/?q=arpa-e-programs/impacct,University of Notre Dame,ALUMNI,Non-profit,7/1/10,12/31/13,Resource Efficiency,https://news.nd.edu/news/brennecke-receives-2-5-million-energy-research-grant/,https://www.osti.gov/servlets/purl/1507392/,https://www.osti.gov/servlets/purl/1530159/,Phase-Changing Ionic Liquids,Persist,,,,,,,,,,,,,
1,0,IMPACCT,https://drive.google.com/open?id=1Vwj77_rTsFLp29n6dBPR2VLjlVUGHmou ,https://arpa-e.energy.gov/?q=arpa-e-programs/impacct,University of Kentucky,CANCELLED,Non-profit,7/1/10,4/18/13,Resource Efficiency,https://www.osti.gov/servlets/purl/1425200,,,Hybrid Solvent-Membrane CO2 Capture,Persist,,,,,,,,,,,,,
1,0,MONITOR,https://drive.google.com/open?id=19n0RdThXpmDDgges2NinhMmiQoenGy1R ,https://arpa-e.energy.gov/?q=arpa-e-programs/monitor,Aeris Technologies,ALUMNI,For-profit,4/15/15,8/26/18,Resource Efficiency,http://aerissensors.com/,https://arpa-e.energy.gov/sites/default/files/Aeris-MONITOR-May1.pdf,,Methane Leak Detection System,Persist,,,,,,,,,,,,,
1,0,MONITOR,https://drive.google.com/open?id=19n0RdThXpmDDgges2NinhMmiQoenGy1R ,https://arpa-e.energy.gov/?q=arpa-e-programs/monitor,General Electric (GE) Global Research,ALUMNI,For-profit,5/8/15,8/7/18,Resource Efficiency,https://www.spiedigitallibrary.org/conference-proceedings-of-spie/9852/985210/Fugitive-methane-leak-detection-using-mid-infrared-hollow-core-photonic/10.1117/12.2229084.full?SSO=1,https://patents.google.com/patent/US9823184B1/en,https://www.bhge.com/news/bhge-launches-lumen-ground-drone-based-advanced-methane-detection-reduction-system,Optical Fibers for Methane Detection,Persist,https://www.scientia.global/dr-bill-challener-exploiting-fibre-optics-for-detecting-pipeline-leaks/,,,,,,,,,,,,
1,0,MONITOR,https://drive.google.com/open?id=19n0RdThXpmDDgges2NinhMmiQoenGy1R ,https://arpa-e.energy.gov/?q=arpa-e-programs/monitor,IBM T.J. Watson Research Center,ALUMNI,For-profit,8/10/15,8/9/18,Resource Efficiency,https://www.mdpi.com/1424-8220/19/12/2707/pdf,,,Multi-Modal Methane Measurement System,Persist,,,,,,,,,,,,,
1,0,MONITOR,https://drive.google.com/open?id=19n0RdThXpmDDgges2NinhMmiQoenGy1R ,https://arpa-e.energy.gov/?q=arpa-e-programs/monitor,Maxion Technologies,ALUMNI,For-profit,6/2/15,12/1/18,Resource Efficiency,https://www.thorlabs.com/PressReleases.cfm?ReleaseID=69,https://www.osapublishing.org/abstract.cfm?uri=IPRSN-2018-IM4B.3,https://www.thorlabs.com/newgrouppage9.cfm?objectgroup_id=10819,Tunable Laser for Methane Detection,Persist,,https://patents.google.com/patent/US20190044304A1/en,,,,,,,,,,,
1,0,MONITOR,https://drive.google.com/open?id=19n0RdThXpmDDgges2NinhMmiQoenGy1R ,https://arpa-e.energy.gov/?q=arpa-e-programs/monitor,Palo Alto Research Center (PARC),ALUMNI,For-profit,5/11/15,9/30/18,Resource Efficiency,https://cdn2.hubspot.net/hubfs/4107711/Infosheets/PRINTED%20GAS%20SENSOR_Fact%20Sheet.pdf?__hstc=88157828.df734b06b8e2b15627f2ec9825b8961b.1563376459710.1565015842842.1565194431487.5&__hssc=88157828.4.1565194431487,,,System of Printed Hybrid Intelligent Nano-Chemical Sensors (SPHINCS),Persist,,,,,,,,,,,,,
1,0,MONITOR,https://drive.google.com/open?id=19n0RdThXpmDDgges2NinhMmiQoenGy1R ,https://arpa-e.energy.gov/?q=arpa-e-programs/monitor,Physical Sciences Inc. (PSI),ALUMNI,For-profit,4/16/15,12/31/18,Resource Efficiency,https://www.mdpi.com/2073-4433/9/9/333,http://www.psicorp.com/products,,Methane Leak Detection System,Persist,,,,,,,,,,,,,
1,0,MONITOR,https://drive.google.com/open?id=19n0RdThXpmDDgges2NinhMmiQoenGy1R ,https://arpa-e.energy.gov/?q=arpa-e-programs/monitor,Rebellion Photonics,ALUMNI,For-profit,4/16/15,8/15/18,Resource Efficiency,https://rebellionphotonics.com/solutions/,https://arpa-e.energy.gov/sites/default/files/Rebellion-MONITOR-May1.pdf,,Portable Methane Detection System,Persist,,,,,,,,,,,,,
1,0,MONITOR,https://drive.google.com/open?id=19n0RdThXpmDDgges2NinhMmiQoenGy1R ,https://arpa-e.energy.gov/?q=arpa-e-programs/monitor,LI-COR Biosciences,CANCELLED,For-profit,5/15/15,8/12/17,Resource Efficiency,https://www.licor.com/documents/6h6tnqczbalpmd7kcacc,,,Optical Sensors for Methane Detection,Persist,,,,,,,,,,,,,
1,0,REACT,https://drive.google.com/open?id=1ufHUrOtl8s0WewXvwYiawstnV2GsKnTa ,https://arpa-e.energy.gov/?q=arpa-e-programs/react,Ames National Laboratory,ALUMNI,Non-profit,1/1/12,5/31/15,Resource Efficiency,https://aip.scitation.org/doi/full/10.1063/1.4789527,https://onlinelibrary.wiley.com/doi/full/10.1002/adma.201404892,,Cerium-Based Magnets,Persist,,https://onlinelibrary.wiley.com/doi/full/10.1002/adma.201404892,,,,,,,,,,,
1,0,REACT,https://drive.google.com/open?id=1ufHUrOtl8s0WewXvwYiawstnV2GsKnTa ,https://arpa-e.energy.gov/?q=arpa-e-programs/react,Argonne National Laboratory (ANL),ALUMNI,Non-profit,1/1/12,9/30/15,Resource Efficiency,https://digital.library.unt.edu/ark:/67531/metadc846826/m1/1/,,,Exchange-Spring Magnets,Perish,,no data,,,,,,,,,,,
1,0,REACT,https://drive.google.com/open?id=1ufHUrOtl8s0WewXvwYiawstnV2GsKnTa ,https://arpa-e.energy.gov/?q=arpa-e-programs/react,Baldor Electric Company,ALUMNI,For-profit,1/31/12,2/15/15,Resource Efficiency,https://www.baldor.com/brands/baldor-reliance/products/motors/dc-motors/permanent-magnet,,,Rare-Earth-Free Traction Motor,Persist,,https://www.electriccarpartscompany.com/Baldor-EV-Motors-TEMR-50-HP,operate largely in other markets,,,,,,,,,,
1,0,REACT,https://drive.google.com/open?id=1ufHUrOtl8s0WewXvwYiawstnV2GsKnTa ,https://arpa-e.energy.gov/?q=arpa-e-programs/react,Brookhaven National Laboratory,ALUMNI,Non-profit,1/1/12,3/31/16,Resource Efficiency,https://arpa-e.energy.gov/sites/default/files/Brookhaven_AMSC_University%20of%20Houson_SuperPower_ImpactSheet_FINAL.pdf,,,Improved Superconducting Wire for Wind Generators,Persist,,,,,,,,,,,,,
1,0,REACT,https://drive.google.com/open?id=1ufHUrOtl8s0WewXvwYiawstnV2GsKnTa ,https://arpa-e.energy.gov/?q=arpa-e-programs/react,Case Western Reserve University,ALUMNI,Non-profit,1/1/12,6/30/15,Resource Efficiency,https://patents.google.com/patent/US9997285B2/en,,,Iron-Nitride Alloy Magnets,Persist,,,,,,,,,,,,,
1,0,REACT,https://drive.google.com/open?id=1ufHUrOtl8s0WewXvwYiawstnV2GsKnTa ,https://arpa-e.energy.gov/?q=arpa-e-programs/react,Dartmouth College,ALUMNI,Non-profit,1/1/12,3/30/13,Resource Efficiency,https://www.sciencedirect.com/science/article/pii/S2095809918307847,,,Manganese-Aluminum-Based Magnets,Persist,,https://scholar.google.com/citations?hl=en&user=otf9xVwAAAAJ&view_op=list_works&sortby=pubdate,,,,,,,,,,,
