Total project count,To-do list,Program,Program FOA,Program Website,Companies,Status,Recipient Type,Start Date,End Date,Tech Category,Website(s),,,Tagline,Outcome,Comments,,,,,,,,
1,0,REBELS,https://drive.google.com/open?id=10Aj-x4GNKeMiNFQyEktA_mC37DLRCj35 ,https://arpa-e.energy.gov/?q=arpa-e-programs/rebels,United Technologies Research Center (UTRC),ALUMNI,For-profit,10/1/2014,3/19/2018,Distributed Generation,https://www.netl.doe.gov/sites/default/files/event-proceedings/2017/sofc%20proceedings/tuesday/Zhu.pdf,https://patents.google.com/patent/US20160359185A1/en,https://pubs.rsc.org/en/content/articlehtml/2019/ee/c8ee02865f,Intermediate Temperature Solid Oxide Fuel Cell Stack,Perish,"Recent publications, but patent has been abandoned",,,,,,,,
1,0,REBELS,https://drive.google.com/open?id=10Aj-x4GNKeMiNFQyEktA_mC37DLRCj35 ,https://arpa-e.energy.gov/?q=arpa-e-programs/rebels,"University of California, Los Angeles (UCLA)",ALUMNI,Non-profit,11/1/2014,4/30/2017,Distributed Generation,https://www.sciencedirect.com/science/article/pii/S240582971730483X,http://ecst.ecsdl.org/content/78/1/21.full.pdf+html,,Fuel Cells with Dynamic Response Capability,Persist,,,,,,,,,
1,0,REBELS,https://drive.google.com/open?id=10Aj-x4GNKeMiNFQyEktA_mC37DLRCj35 ,https://arpa-e.energy.gov/?q=arpa-e-programs/rebels,University of South Carolina,ALUMNI,Non-profit,10/1/2014,9/30/2017,Distributed Generation,http://www.huanglabs.com/dr-kevin-huang/,http://ecst.ecsdl.org/content/78/1/21.full.pdf+html,https://www.netl.doe.gov/sites/default/files/event-proceedings/2017/sofc%20proceedings/tuesday/Huang.pdf,Bi-functional Ceramic Fuel Cell Energy System,Pivot,Seems to be working on different fuel cell technology now,,,,,,,,
1,0,REBELS,https://drive.google.com/open?id=10Aj-x4GNKeMiNFQyEktA_mC37DLRCj35 ,https://arpa-e.energy.gov/?q=arpa-e-programs/rebels,FuelCell Energy,CANCELLED,For-profit,10/1/2014,9/30/2017,Distributed Generation,https://seekingalpha.com/news/3477678-fuelcell-warns-potential-bankruptcy-amid-financing-squeeze,,,Liquid Fuels and Electricity from Intermediate-Temperature Fuel Cells,Perish,,,,,,,,,
1,0,REBELS,https://drive.google.com/open?id=10Aj-x4GNKeMiNFQyEktA_mC37DLRCj35 ,https://arpa-e.energy.gov/?q=arpa-e-programs/rebels,"Materials & Systems Research, Inc. (MSRI)",CANCELLED,For-profit,11/1/2014,12/31/2016,Distributed Generation,Website doesn't work,,,Electrogenerative Cells for Flexible Cogeneration of Power and Liquid Fuel,Pivot,Seems to go to ammonium now,,,,,,,,
1,0,REBELS,https://drive.google.com/open?id=10Aj-x4GNKeMiNFQyEktA_mC37DLRCj35 ,https://arpa-e.energy.gov/?q=arpa-e-programs/rebels,Palo Alto Research Center (PARC),CANCELLED,For-profit,10/1/2014,3/15/2016,Distributed Generation,https://scholar.google.com/citations?hl=en&user=W8s6z6sAAAAJ&view_op=list_works&sortby=pubdate,,,Reformer-less Fuel Cell,Perish,,,,,,,,,
1,0,REBELS,https://drive.google.com/open?id=10Aj-x4GNKeMiNFQyEktA_mC37DLRCj35 ,https://arpa-e.energy.gov/?q=arpa-e-programs/rebels,SiEnergy Systems,CANCELLED,For-Profit,9/17/2014,11/20/2015,Distributed Generation,,,,Hybrid Fuel Cell-Battery System,Perish,,,,,,,,,
1,0,Solar ADEPT,https://drive.google.com/open?id=1JD9yoF4VakbbIGwMsEIH2OCmQhZE12pG ,https://arpa-e.energy.gov/?q=arpa-e-programs/solar-adept,Carnegie Mellon University (CMU),ALUMNI,Non-profit,2/27/2012,3/28/2015,Distributed Generation,http://www.andrew.cmu.edu/user/mm7g/,https://patents.google.com/patent/US8665055B2/en,https://www.engineering.pitt.edu/Sub-Sites/Conferences/EPIC/_Documents/2012-Conference-Documents/Monday-Poster-Session/Scioscia---Pitt-EPIC-2012---Poster---ARPA-e_-Solar-ADEPT_pdf/,Magnet Technology for Power Converters,Persist,"DYNAPOWER seems to be selling product, PI still actively researching",,,,,,,,
1,0,Solar ADEPT,https://drive.google.com/open?id=1JD9yoF4VakbbIGwMsEIH2OCmQhZE12pG ,https://arpa-e.energy.gov/?q=arpa-e-programs/solar-adept,Cree,ALUMNI,For-profit,1/25/2012,7/31/2017,Distributed Generation,https://www.cree.com/,https://www.powersystemsdesign.com/articles/sic-poised-to-revolutionize-solar-power-inverters/22/6182,,Utility-Scale Solar Power Converter,Persist,Seems like they're selling this product,,,,,,,,
1,0,Solar ADEPT,https://drive.google.com/open?id=1JD9yoF4VakbbIGwMsEIH2OCmQhZE12pG ,https://arpa-e.energy.gov/?q=arpa-e-programs/solar-adept,Ideal Power,ALUMNI,For-profit,1/30/2012,5/29/2015,Distributed Generation,http://www.idealpower.com/,https://content.equisolve.net/_1a4dd7ea357537155f405e8bd089d913/idealpower/db/109/2046/pdf/IPWR+Company+Presentation+-+December+2018.pdf,,Lightweight PV Inverters,Perish,"Caveat: company still exists, still selling product. but partnered with Aquion, and no big partners in sight now",,,,,,,,
1,0,Solar ADEPT,https://drive.google.com/open?id=1JD9yoF4VakbbIGwMsEIH2OCmQhZE12pG ,https://arpa-e.energy.gov/?q=arpa-e-programs/solar-adept,SolarBridge Technologies,ALUMNI,For-profit,2/23/2012,6/22/2015,Distributed Generation,https://newsroom.sunpower.com/2014-11-10-SunPower-Announces-Acquisition-of-SolarBridge-Technologies-Inc,https://arpa-e.energy.gov/sites/default/files/SolarbridgeTechnologies_SolarADEPT_ExternalImpactSheet_FINAL.pdf,,Efficient Power Converters for PV Arrays,Persist,SunPower still seems to sell,,,,,,,,1
1,0,Solar ADEPT,https://drive.google.com/open?id=1JD9yoF4VakbbIGwMsEIH2OCmQhZE12pG ,https://arpa-e.energy.gov/?q=arpa-e-programs/solar-adept,Transphorm,ALUMNI,For-profit,2/13/2012,3/31/2015,Distributed Generation,https://www.transphormusa.com/en/,,,Efficient Switches for Solar Power Conversion,Persist,Added new product line in June,,,,,,,,
1,0,Solar ADEPT,https://drive.google.com/open?id=1JD9yoF4VakbbIGwMsEIH2OCmQhZE12pG ,https://arpa-e.energy.gov/?q=arpa-e-programs/solar-adept,"University of Colorado, Boulder (CU-Boulder)",ALUMNI,Non-profit,2/9/2012,8/31/2015,Distributed Generation,https://www.colorado.edu/faculty/maksimovic/research,,,Integrated Solar Power Converters,Persist,Still publishing? Company still exists but boughtout,,,,,,,,
1,0,Solar ADEPT,https://drive.google.com/open?id=1JD9yoF4VakbbIGwMsEIH2OCmQhZE12pG ,https://arpa-e.energy.gov/?q=arpa-e-programs/solar-adept,Rutgers University SiCLAB,CANCELLED,Non-profit,12/23/2011,1/20/2013,Distributed Generation,https://www.ece.rutgers.edu/jian-zhao-0,https://www.sciencedirect.com/science/article/pii/S0038110113001998,,New Switches for Utility Scale Inverters,Pivot,Research for this seemed to die out,,,,,,,,
1,0,OPEN 2009,https://drive.google.com/file/d/1_gC6c6bd0MqD8Bb7Jbqst05DcyEK3sM7/view?usp=sharing ,https://arpa-e.energy.gov/?q=arpa-e-programs/open-2009 ,Delphi Automotive Systems,ALUMNI,For-profit,2/1/2010,12/31/2013,Electrical Efficiency,https://www.delphi.com/,,,More Efficient Power Conversion for EVs,Pivot,Now working with CREE on SiC instead of GaN,,,,,,,,
1,0,OPEN 2012,https://drive.google.com/open?id=11ZzOee8woyMAKrGeWGYXkFbi7WwS-d15 ,https://arpa-e.energy.gov/?q=arpa-e-programs/open-2012,Grid Logic,ALUMNI,For-profit,3/5/2013,6/4/2016,Electrical Efficiency,https://www.grid-logic.com/,,,High-Power Superconductors,Pivot,,,,,,,,,
1,0,OPEN 2012,https://drive.google.com/open?id=11ZzOee8woyMAKrGeWGYXkFbi7WwS-d15 ,https://arpa-e.energy.gov/?q=arpa-e-programs/open-2012,National Renewable Energy Laboratory (NREL),ALUMNI,Non-profit,2/1/2013,4/30/2014,Electrical Efficiency,https://directory.science.mq.edu.au/users/1193,https://scholar.google.com/citations?hl=en&user=Qo6BzvoAAAAJ&view_op=list_works&sortby=pubdate,,Efficient Plastic Solar Cells,Pivot,"Still publishing, but I don't think NREL continued this",,,,,,,,
1,0,OPEN 2015,https://drive.google.com/open?id=1WJSH11x-Vav4FOWStJvpj7rF-wrYDpSe ,https://arpa-e.energy.gov/?q=arpa-e-programs/open-2015,Princeton Optronics,ALUMNI,For-profit,2/26/2016,9/30/2017,Electrical Efficiency,https://ams.com/,https://patentimages.storage.googleapis.com/ef/75/1f/469801065caff3/US20170256915A1.pdf,https://www.photonics.com/Articles/AMS_Acquires_Total_Princeton_Shares/a61866,High-Efficiency Data Transfer,Perish,"Patent applicaton is abandoned, company boughtout",,,,,,,,
1,0,ADEPT,https://drive.google.com/open?id=179B0vAxdXHFplvdUjqJXaKsfqHnGEuHR ,https://arpa-e.energy.gov/?q=arpa-e-programs/adept,Arkansas Power Electronics International (APEI),ALUMNI,For-profit,9/14/2010,3/31/2014,Electrical Efficiency,https://arpa-e.energy.gov/?q=slick-sheet-project/powerful-efficient-electric-vehicle-chargers,https://www.cree.com/news-media/news/article/cree-acquires-apei-arkansas-power-electronics-international-inc,,"Powerful, Efficient Electric Vehicle Chargers",Persist,Wolfspeed still selling,,,,,,,,
1,0,ADEPT,https://drive.google.com/open?id=179B0vAxdXHFplvdUjqJXaKsfqHnGEuHR ,https://arpa-e.energy.gov/?q=arpa-e-programs/adept,Case Western Reserve University,ALUMNI,Non-profit,9/1/2010,11/30/2012,Electrical Efficiency,https://arpa-e.energy.gov/?q=slick-sheet-project/titanium-alloy-power-capacitor,,,Titanium-Alloy Power Capacitor,Perish,"Can't find anything recent about this, not sure if the technology goes into Evans capacitors",,,,,,,,
1,0,ADEPT,https://drive.google.com/open?id=179B0vAxdXHFplvdUjqJXaKsfqHnGEuHR ,https://arpa-e.energy.gov/?q=arpa-e-programs/adept,Center for Power Electronics Systems (CPES) at Virginia Tech,ALUMNI,Non-profit,9/1/2010,7/31/2014,Electrical Efficiency,https://scholar.google.com/citations?hl=en&user=z2ynYMUAAAAJ&view_op=list_works&sortby=pubdate,https://www.apec-conf.org/Portals/0/Plenary%20Presentations/Speaker%204%20Heidel%20PRES.pdf,,Voltage Regulator Chip,Persist,Seems like Intel is selling these chips,,,,,,,,
1,0,ADEPT,https://drive.google.com/open?id=179B0vAxdXHFplvdUjqJXaKsfqHnGEuHR ,https://arpa-e.energy.gov/?q=arpa-e-programs/adept,Center for Power Electronics Systems (CPES) at Virginia Tech,ALUMNI,Non-profit,9/1/2010,11/30/2013,Electrical Efficiency,https://scholar.google.com/citations?hl=en&user=C0lsfwUAAAAJ&view_op=list_works&sortby=pubdate,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7117444,https://link.springer.com/content/pdf/10.1007%2Fs11664-013-2866-7.pdf,Integrated Power Adapter,Pivot,Magnetic paste,,,,,,,,
1,0,ADEPT,https://drive.google.com/open?id=179B0vAxdXHFplvdUjqJXaKsfqHnGEuHR ,https://arpa-e.energy.gov/?q=arpa-e-programs/adept,City University of New York (CUNY) Energy Institute,ALUMNI,Non-profit,9/2/2010,2/28/2014,Electrical Efficiency,https://ieeexplore.ieee.org/abstract/document/7130634/authors#authors,,,Metacapacitors for LED Lighting,Pivot,Different types of capacitors,,,,,,,,
1,0,ADEPT,https://drive.google.com/open?id=179B0vAxdXHFplvdUjqJXaKsfqHnGEuHR ,https://arpa-e.energy.gov/?q=arpa-e-programs/adept,Cree,ALUMNI,For-profit,9/1/2010,12/31/2014,Electrical Efficiency,https://www.cree.com/,,,Utility-Scale Silicon Carbide Power Transistors,Persist,,,,,,,,,
1,0,ADEPT,https://drive.google.com/open?id=179B0vAxdXHFplvdUjqJXaKsfqHnGEuHR ,https://arpa-e.energy.gov/?q=arpa-e-programs/adept,GeneSiC Semiconductor,ALUMNI,For-profit,9/1/2010,2/28/2013,Electrical Efficiency,https://www.genesicsemi.com/,https://www.arpa-e.energy.gov/sites/default/files/documents/files/SolarADEPT_Workshop_NxtGenPwr_Singh.pdf,https://www.genesicsemi.com/technical_support/Thyristors/Technical_articles/1207%20ECCE%20AST%20Paper.pdf,Utility-Scale Silicon Carbide Semiconductor,Persist,Seem to be selling this product,,,,,,,,
1,0,ADEPT,https://drive.google.com/open?id=179B0vAxdXHFplvdUjqJXaKsfqHnGEuHR ,https://arpa-e.energy.gov/?q=arpa-e-programs/adept,Georgia Tech Research Corporation,ALUMNI,Non-profit,9/1/2010,2/28/2014,Electrical Efficiency,http://mems.seas.upenn.edu/research.php#past,,,"Compact, Low-Profile Power Converters",Perish,"Listed project as completed, hasn't published on it since 2015",,,,,,,,
1,0,ADEPT,https://drive.google.com/open?id=179B0vAxdXHFplvdUjqJXaKsfqHnGEuHR ,https://arpa-e.energy.gov/?q=arpa-e-programs/adept,Georgia Tech Research Corporation,ALUMNI,Non-profit,9/1/2010,1/31/2013,Electrical Efficiency,https://www.ece.gatech.edu/faculty-staff-directory/deepakraj-m-divan,,,Utility-Scale Power Router,Pivot,? can't find any updates on this project,,,,,,,,
1,0,ADEPT,https://drive.google.com/open?id=179B0vAxdXHFplvdUjqJXaKsfqHnGEuHR ,https://arpa-e.energy.gov/?q=arpa-e-programs/adept,HRL Laboratories,ALUMNI,For-profit,10/1/2010,6/30/2014,Electrical Efficiency,http://www.hrl.com/,,,"Compact, Interactive Electric Vehicle Charger",Perish,HRL doesn't advistise EV charger; also it's a V2G which hasn't panned out,,,,,,,,
1,0,ADEPT,https://drive.google.com/open?id=179B0vAxdXHFplvdUjqJXaKsfqHnGEuHR ,https://arpa-e.energy.gov/?q=arpa-e-programs/adept,Massachusetts Institute of Technology (MIT),ALUMNI,Non-profit,9/1/2010,12/31/2013,Electrical Efficiency,https://arpa-e.energy.gov/?q=impact-sheet/massachusetts-institute-technology-adept,http://www.gantechnology.com/team.html,,Advanced Power Electronics for LED Drivers,Persist,Cambridge Electronics,,,,,,,,
1,0,ADEPT,https://drive.google.com/open?id=179B0vAxdXHFplvdUjqJXaKsfqHnGEuHR ,https://arpa-e.energy.gov/?q=arpa-e-programs/adept,Teledyne Scientific & Imaging,ALUMNI,For-profit,10/1/2010,7/31/2013,Electrical Efficiency,http://www.teledyne.com/,https://www.teledynerelays.com/Datasheets%20ISSR/S20DC30.pdf,,Chip-Scale Power Conversion for LED Lighting,Persist,Product for sale,,,,,,,,
1,0,ADEPT,https://drive.google.com/open?id=179B0vAxdXHFplvdUjqJXaKsfqHnGEuHR ,https://arpa-e.energy.gov/?q=arpa-e-programs/adept,Transphorm,ALUMNI,For-profit,9/1/2010,5/28/2013,Electrical Efficiency,https://arpa-e.energy.gov/?q=impact-sheet/transphorm-adept,,,Transistors for Electric Motor Drives,Persist,Product for sale,,,,,,,,
1,0,ADEPT,https://drive.google.com/open?id=179B0vAxdXHFplvdUjqJXaKsfqHnGEuHR ,https://arpa-e.energy.gov/?q=arpa-e-programs/adept,General Electric (GE) Global Research,CANCELLED,For-profit,1/1/2011,7/17/2012,Electrical Efficiency,http://power.thayer.dartmouth.edu/people.shtml,,,Scalable Thick-Film Magnetics,Persist,Continuing research in PVD magnetics,,,,,,,,
1,0,IDEAS,https://drive.google.com/open?id=1A8u4oPAB431zgUzwqNS9vZSoChhWbBwl ,https://arpa-e.energy.gov/?q=arpa-e-programs/ideas,Columbia University,ALUMNI,Non-profit,3/4/2016,3/3/2017,Electrical Efficiency,https://www.spiedigitallibrary.org/conference-proceedings-of-spie/11031/110310F/Silicon-photonics-Conference-Presentation/10.1117/12.2524684.full?SSO=1,https://www.nature.com/articles/s41566-019-0358-x.pdf,https://www.nature.com/articles/s41586-018-0598-9,Computing Through Silicon Photonics,Persist,,,,,,,,,
1,0,IDEAS,https://drive.google.com/open?id=1A8u4oPAB431zgUzwqNS9vZSoChhWbBwl ,https://arpa-e.energy.gov/?q=arpa-e-programs/ideas,Grid Logic,ALUMNI,For-profit,6/1/2015,6/30/2016,Electrical Efficiency,https://www.grid-logic.com/,,,Nanostructured Core/Shell Powders for Magnets,Persist,Patent active,,,,,,,,
1,0,IDEAS,https://drive.google.com/open?id=1A8u4oPAB431zgUzwqNS9vZSoChhWbBwl ,https://arpa-e.energy.gov/?q=arpa-e-programs/ideas,Harvard University,ALUMNI,Non-profit,6/1/2017,11/30/2018,Electrical Efficiency,http://ham.seas.harvard.edu/drupal/?q=papers,,,Transistor-less Power Supply Technology,Persist,Sandia still mentions this project,,,,,,,,
1,0,IDEAS,https://drive.google.com/open?id=1A8u4oPAB431zgUzwqNS9vZSoChhWbBwl ,https://arpa-e.energy.gov/?q=arpa-e-programs/ideas,Princeton University,ALUMNI,Non-profit,10/1/2015,3/30/2017,Electrical Efficiency,,,,Acoustic Analysis for Battery Testing,Persist,too much persist,,,,,,,,
1,0,IDEAS,https://drive.google.com/open?id=1A8u4oPAB431zgUzwqNS9vZSoChhWbBwl ,https://arpa-e.energy.gov/?q=arpa-e-programs/ideas,Qromis,ALUMNI,For-Profit,4/1/2017,9/30/2018,Electrical Efficiency,http://www.qromis.com/,https://ecs.confex.com/ecs/235/meetingapp.cgi/Paper/121315,https://patents.google.com/patent/US10312378B2/en,Reliable and Self-Clamped GaN Switch,Persist,,,,,,,,,
1,0,IDEAS,https://drive.google.com/open?id=1A8u4oPAB431zgUzwqNS9vZSoChhWbBwl ,https://arpa-e.energy.gov/?q=arpa-e-programs/ideas,Sandia National Laboratories,ALUMNI,Non-profit,5/1/2017,10/31/2018,Electrical Efficiency,https://www.osti.gov/servlets/purl/1499854,https://www.osti.gov/servlets/purl/1524834,,Power Conversion with Photoconductive Switches,Persist,Still actively researched?,,,,,,,,
1,0,IDEAS,https://drive.google.com/open?id=1A8u4oPAB431zgUzwqNS9vZSoChhWbBwl ,https://arpa-e.energy.gov/?q=arpa-e-programs/ideas,University of Maryland (UMD),ALUMNI,Non-profit,2/13/2015,2/12/2016,Electrical Efficiency,,,,High-Capacity Carbon Wires,Perish,Nothing since 2016,,,,,,,,
1,0,IDEAS,https://drive.google.com/open?id=1A8u4oPAB431zgUzwqNS9vZSoChhWbBwl ,https://arpa-e.energy.gov/?q=arpa-e-programs/ideas,"University of Nebraska, Lincoln (UNL)",ALUMNI,Non-profit,9/1/2016,8/31/2017,Electrical Efficiency,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=8096589,https://scholar.google.com/citations?hl=en&user=PMB_p5MAAAAJ&view_op=list_works&sortby=pubdate,https://patents.google.com/patent/US10290417B2/en,Electromagnetic Induction Power Converter,Persist,Still getting patents,,,,,,,,
1,0,SWITCHES,https://drive.google.com/open?id=1hkOVpLbKBTm4yqGjwQVzxVbvEHQuisXW ,https://arpa-e.energy.gov/?q=arpa-e-programs/switches,Cornell University,ALUMNI,Non-profit,8/1/2015,10/16/2017,Electrical Efficiency,https://www.engineering.cornell.edu/faculty-directory/huili-grace-xing,https://cornell.app.box.com/s/d4zyj1xvukbwpysiftyaw3de47biobwu,https://patents.google.com/patent/US9362389,GaN Power Transistor,Persist,Qorvo selling GaN switches,,,,,,,,
1,0,SWITCHES,https://drive.google.com/open?id=1hkOVpLbKBTm4yqGjwQVzxVbvEHQuisXW ,https://arpa-e.energy.gov/?q=arpa-e-programs/switches,Fairfield Crystal Technology,ALUMNI,For-profit,3/5/2014,6/22/2015,Electrical Efficiency,http://www.fairfieldcrystal.com/,,,GaN Crystal Substrates,Perish,? Doesn't mention GaN in materials it sells,,,,,,,,
1,0,SWITCHES,https://drive.google.com/open?id=1hkOVpLbKBTm4yqGjwQVzxVbvEHQuisXW ,https://arpa-e.energy.gov/?q=arpa-e-programs/switches,HRL Laboratories,ALUMNI,For-profit,3/7/2014,4/15/2018,Electrical Efficiency,http://www.hrl.com/,https://arpa-e.energy.gov/sites/default/files/0930_Chu_SWITCHES%20Meeting_3-2017_HRL.pdf,,Vertical GaN Transistor,Persist,Kyma selling,,,,,,,,
1,0,SWITCHES,https://drive.google.com/open?id=1hkOVpLbKBTm4yqGjwQVzxVbvEHQuisXW ,https://arpa-e.energy.gov/?q=arpa-e-programs/switches,Michigan State University (MSU),ALUMNI,Non-profit,2/19/2014,9/30/2017,Electrical Efficiency,https://scholar.google.com/citations?hl=en&user=voJV1r8AAAAJ&view_op=list_works&sortby=pubdate,,,Diamond Semiconductor Devices,Persist,"Patent, PI still actively doing research in area",,,,,,,,
1,0,SWITCHES,https://drive.google.com/open?id=1hkOVpLbKBTm4yqGjwQVzxVbvEHQuisXW ,https://arpa-e.energy.gov/?q=arpa-e-programs/switches,MicroLink Devices,ALUMNI,For-profit,3/10/2014,12/9/2017,Electrical Efficiency,http://mldevices.com/index.php,https://arpa-e.energy.gov/sites/default/files/1430_McCarthy_SWITCHES%20Meeting_3-2017_RMv2.pdf,,High-Power Transistor Fabrication,Pivot,InGaP,,,,,,,,
1,0,SWITCHES,https://drive.google.com/open?id=1hkOVpLbKBTm4yqGjwQVzxVbvEHQuisXW ,https://arpa-e.energy.gov/?q=arpa-e-programs/switches,Monolith Semiconductor,ALUMNI,For-profit,1/1/2014,9/30/2017,Electrical Efficiency,https://www.littelfuse.com/products/power-semiconductors/silicon-carbide.aspx?utm_source=monolithsemi.com&utm_medium=redirect&utm_campaign=monolith-lf,https://arpa-e.energy.gov/sites/default/files/documents/files/Monolith_SWITCHES_ExternalProjectImpactSheet_FINAL.pdf,https://www.digikey.com/product-detail/en/littelfuse-inc/LSIC1MO120E0160/F11005-ND/8545521,Advanced Manufacturing for SiC MOSFETS,Persist,,,,,,,,,1
1,0,SWITCHES,https://drive.google.com/open?id=1hkOVpLbKBTm4yqGjwQVzxVbvEHQuisXW ,https://arpa-e.energy.gov/?q=arpa-e-programs/switches,Soraa,ALUMNI,For-profit,2/17/2014,5/17/2015,Electrical Efficiency,https://www.soraa.com/,https://arpa-e.energy.gov/?q=impact-sheet/soraa-open-2009-and-switches,,Low-Cost GaN Substrates,Persist,Selling product,,,,,,,,
1,0,SWITCHES,https://drive.google.com/open?id=1hkOVpLbKBTm4yqGjwQVzxVbvEHQuisXW ,https://arpa-e.energy.gov/?q=arpa-e-programs/switches,Avogy,CANCELLED,For-profit,1/1/2014,12/12/2016,Electrical Efficiency,https://pitchbook.com/newsletter/khosla-ventures-sues-former-avogy-ceo-kmZ,https://nexgenpowersystems.com/gan-power-systems/,,Vertical GaN Transistors,Persist,"?? New company seems to be making devices, but also lawsuits?",,,,,,,1,
1,0,SWITCHES,https://drive.google.com/open?id=1hkOVpLbKBTm4yqGjwQVzxVbvEHQuisXW ,https://arpa-e.energy.gov/?q=arpa-e-programs/switches,Kyma Technologies,CANCELLED,For-profit,3/10/2014,3/9/2018,Electrical Efficiency,http://www.kymatech.com/,https://arpa-e.energy.gov/sites/default/files/1410_Leach_SWITCHES-AnnualReview_20170328_Kyma_Open_Final.pdf,http://www.qromis.com/#thirdPage,GaN Substrate Technology,Persist,Selling product?,,,,,,,,
1,0,OPEN 2009,https://drive.google.com/file/d/1_gC6c6bd0MqD8Bb7Jbqst05DcyEK3sM7/view?usp=sharing ,https://arpa-e.energy.gov/?q=arpa-e-programs/open-2009,Foro Energy,ALUMNI,For-profit,1/15/2010,9/30/2013,Centralized Generation,http://www.foroenergy.com/,,,Laser-Mechanical Drilling for Geothermal Energy,Persist,,,,,,,,,
1,0,OPEN 2012,https://drive.google.com/open?id=11ZzOee8woyMAKrGeWGYXkFbi7WwS-d15 ,https://arpa-e.energy.gov/?q=arpa-e-programs/open-2012,Applied Materials,ALUMNI,For-profit,6/1/2013,9/30/2016,Centralized Generation,http://www.appliedmaterials.com/,http://www.appliedmaterials.com/files/tempo_elsevier_energia_procedia_1.pdf,,Low-Cost Silicon Wafers for Solar Modules,Persist,Suniva selling,,,,,,,,
1,0,ALPHA,https://drive.google.com/open?id=1FpspM4qKQMJVHujn4ZFKUtn-ViJTqOV9 ,https://arpa-e.energy.gov/?q=arpa-e-programs/alpha,California Institute of Technology (Caltech),ALUMNI,Non-profit,10/1/2015,12/31/2018,Centralized Generation,http://www.bellanplasmagroup.caltech.edu/publications/index.html,,,Heating and Compression Mechanisms for Fusion,Persist,Still publishing,,,,,,,,
1,0,ALPHA,https://drive.google.com/open?id=1FpspM4qKQMJVHujn4ZFKUtn-ViJTqOV9 ,https://arpa-e.energy.gov/?q=arpa-e-programs/alpha,Helion Energy,ALUMNI,For-profit,9/30/2015,9/29/2018,Centralized Generation,http://www.helionenergy.com/?page_id=199,,,Compression of FRC Targets for Fusion,Persist,Still publishing and patent application in the works,,,,,,,,
1,0,ALPHA,https://drive.google.com/open?id=1FpspM4qKQMJVHujn4ZFKUtn-ViJTqOV9 ,https://arpa-e.energy.gov/?q=arpa-e-programs/alpha,Lawrence Berkeley National Laboratory (LBNL),ALUMNI,Non-profit,8/1/2015,6/30/2018,Centralized Generation,https://scholar.google.com/citations?hl=en&user=iNe8iOMAAAAJ&view_op=list_works&sortby=pubdate,https://arpa-e.energy.gov/sites/default/files/documents/files/OPEN_2018_Cohort_Nuclear_FINAL.pdf,,MEMS Based Drivers For Fusion,Persist,OPEN 2018,,,,,,,,
1,0,ALPHA,https://drive.google.com/open?id=1FpspM4qKQMJVHujn4ZFKUtn-ViJTqOV9 ,https://arpa-e.energy.gov/?q=arpa-e-programs/alpha,NumerEx,ALUMNI,For-profit,10/1/2015,10/31/2018,Centralized Generation,http://www.numerex-llc.com/,,,Stabilized Liner Compressor For Low-Cost Fusion,Persist,"? ""company"" does plasma stuff still",,,,,,,,
1,0,ALPHA,https://drive.google.com/open?id=1FpspM4qKQMJVHujn4ZFKUtn-ViJTqOV9 ,https://arpa-e.energy.gov/?q=arpa-e-programs/alpha,Sandia National Laboratories,ALUMNI,Non-profit,8/15/2015,11/24/2018,Centralized Generation,https://ieeexplore.ieee.org/abstract/document/8636552,,,Magnetization and Heating Tools for Low-Cost Fusion,Persist,Still publishing ,,,,,,,,
1,0,OPEN 2009,https://drive.google.com/file/d/1_gC6c6bd0MqD8Bb7Jbqst05DcyEK3sM7/view?usp=sharing ,https://arpa-e.energy.gov/?q=arpa-e-programs/open-2009,Arizona State University (ASU),ALUMNI,Non-profit,12/21/2009,6/30/2012,Transportation Storage,https://nantenergy.com/,,,Metal-Air Electric Vehicle Battery,Pivot,,,,,,,,,
1,0,OPEN 2009,https://drive.google.com/file/d/1_gC6c6bd0MqD8Bb7Jbqst05DcyEK3sM7/view?usp=sharing ,https://arpa-e.energy.gov/?q=arpa-e-programs/open-2009,Envia Systems,ALUMNI,For-profit,1/1/2010,12/31/2011,Transportation Storage,Website doesn't work,https://www2.greencarreports.com/news/1089261_collapse-of-battery-startup-envia-what-really-happened,,Long-Range Electric Vehicle Batteries,Perish,,,,,,,,,
1,0,OPEN 2009,https://drive.google.com/file/d/1_gC6c6bd0MqD8Bb7Jbqst05DcyEK3sM7/view?usp=sharing ,https://arpa-e.energy.gov/?q=arpa-e-programs/open-2009,FastCAP Systems,ALUMNI,For-profit,4/1/2010,12/31/2013,Transportation Storage,https://www.nanoramic.com/,,,High Energy Density Ultracapacitors,Persist,"Still selling caps, but focus seems to have shifted to batteries https://go.nanoramic.com/fastcap-chip-cap-spec-sheet",,,,,,,,
1,0,OPEN 2009,https://drive.google.com/file/d/1_gC6c6bd0MqD8Bb7Jbqst05DcyEK3sM7/view?usp=sharing ,https://arpa-e.energy.gov/?q=arpa-e-programs/open-2009,Inorganic Specialists,CANCELLED,For-profit,12/1/2009,11/3/2011,Transportation Storage,Website doesn't work,"https://www.google.com/maps/place/Inorganic+Specialists/@39.6325777,-84.2885025,15z/data=!4m5!3m4!1s0x0:0x612f24de4982f2f0!8m2!3d39.6325777!4d-84.2885025",,Long-Range Li-Ion Batteries for Electric Vehicles,Perish,,,,,,,,,
