,Unnamed: 0,companies,description,endDate,program,projectStatus,projecturl,startDate,state,tagline,techCat1,techCat2,awardAmount,OPEN,costTarget,recipientType,Partners,coder1,coder2,coder3,coder4,coder5,coder1notes,coder2notes,coder3notes,coder4notes,coder5notes,dummyCoder,FinalDecision,Notes,counter,endYr,startYr,yrGrp,early,middle,late,dum09,dum10,dum11,dum12,dum13,dum14,dum15,dum16,dum17,dum18,ForProf,TC_TF,TC_DG,TC_TS,TC_SS,TC_BE,TC_RE,TC_ME,TC_CG,TC_EE,TC_GR,TC_TV,TC_TN,TC_OT
108,108,Gas Technology Institute (GTI),"The team led by Gas Technology Institute (GTI) will develop a conventional automotive engine as a reactor to convert ethane into ethylene by using a new catalyst and reactor design that could enable record-breaking conversion yields. The technology proposed by GTI would use a reciprocating engine as a variable volume oxidative dehydrogenation (ODH) reactor. This means a conventional engine would be modified with a new valving mechanism that would take advantage of high flow rates and high pressure and temperature regime that already exists in an internal combustion engine. This process requires no energy input, does produce minimal CO2 emissions, and improves yields to about 80% at one third the cost. The ODH reactor engine's relatively small size and high throughput will enable ethylene producers to add ethylene production capacity without the financial risk of building a billion-dollar steam cracking plant. This technology will reduce energy-related emissions and could enable the U.S. plastics industry to increase utilization of low-cost, domestic ethane to produce ethylene for plastics.

",2018-02-28,OPEN 2015,ALUMNI,?q=slick-sheet-project/reactor-engine,2016-03-01,Illinois,Reactor Engine,Manufacturing Efficiency, ,3.199931,1.0,No,For-profit,1,Perish,blank,blank,blank,Persist,"A few publications, but doesn't seem to be all that efficient. All simulated, some validation",blank,blank,blank,couldn't trace specific technology,blank,Perish,"A few publications, but doesn't seem to be all that efficient. All simulated, some validation",0,8.0,7.0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
109,109,Gas Technology Institute (GTI),"Gas Technology Institute (GTI) will partner with Northwestern University, NuMat Technologies, a Northwestern start-up company, and Westport Fuel Systems to identify materials with the best characteristics for low-pressure natural gas storage. The gas-storing materials, known as metal organic framework (MOF) adsorbents, hold natural gas the way a sponge holds liquids. The project team will further develop their computer modeling and screening technique to support the creation of a low-pressure adsorbent material specifically designed for natural gas vehicles. The team will also validate the materials properties in real-world conditions. Low-pressure gas tanks represent significant potential for lowering not only the cost of NGVs, but also the cost of fueling by reducing the need to compress the gas.
",2014-03-31,MOVE,ALUMNI,?q=slick-sheet-project/low-pressure-conformable-natural-gas-vehicle-tank,2012-10-01,Illinois,Low-Pressure Conformable Natural Gas Vehicle Tank,Transportation Fuels, ,1.485612,0.0,Yes,Non-profit,0,Pivot,blank,blank,Persist,blank,Partners working on hydrogen now,blank,blank,,blank,blank,Pivot,https://www.numat-tech.com/platforms/,0,4.0,3.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
110,110,Gas Technology Institute (GTI),"Gas Technology Institute (GTI) is developing a natural gas tank for light-duty vehicles that features a thin, tailored shell containing microscopic valves which open and close on demand to manage pressure within the tank. Traditional natural gas storage tanks are thick and heavy, which makes them expensive to manufacture. GTI's tank design uses unique adsorbent pellets with nano-scale pores surrounded by a coating that functions as valves to help manage the pressure of the gas and facilitate more efficient storage and transportation. GTI's low-pressure tanks would have thinner walls than today's best alternatives, resulting in a lighter, more affordable product with increased storage capacity.
",2014-12-31,MOVE,ALUMNI,?q=slick-sheet-project/adsorbent-materials-natural-gas-storage,2013-01-01,Illinois,Adsorbent Materials for Natural Gas Storage,Transportation Fuels, ,0.873515,0.0,Yes,Non-profit,0,Pivot,blank,blank,Persist,blank,"Not sure what's happening with this, have a patent",blank,blank,,blank,blank,Pivot,"Publications on MOFs, applications unclear",0,4.0,4.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
111,111,Gas Technology Institute (GTI),"Gas Technology Institute (GTI) is developing a hybrid solar converter that focuses sunlight onto solar cells with a reflective backside mirror. These solar cells convert most visible wavelengths of sunlight to electricity while reflecting the unused wavelengths to heat a stream of flowing particles. The particles are used to store the heat for use immediately or at a later time to drive a turbine and produce electricity. GTI's design integrates the parabolic trough mirrors, commonly used in CSP plants, into a dual-mirror system that captures the full solar spectrum while storing heat to dispatch electricity when the sun does not shine. Current solar cell technologies capture limited portions of the solar spectrum to generate electricity that must be used immediately. By using back-reflecting gallium arsenide (GaAs) cells, this hybrid converter is able to generate both electricity from specific solar wavelengths and capture the unused light as heat in the flowing particles. The particle-based heat storage system is a departure from standard fluid-based heat storage approaches and could enable much more efficient and higher energy density heat storage.  GTI's converter could be used to provide solar electricity whether or not the sun is shining.
",2018-01-31,FOCUS,ALUMNI,?q=slick-sheet-project/double-reflector-hybrid-solar-energy-system,2014-05-13,Illinois,Double-Reflector Hybrid Solar Energy System,Distributed Generation, ,3.9694,0.0,Yes,Non-profit,0,Persist,Persist,blank,blank,blank,,,blank,blank,blank,blank,Persist,,0,8.0,5.0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
112,112,Gas Technology Institute (GTI),"Gas Technology Institute (GTI) is developing a continuously operating cell that produces low-cost aluminum powder using less energy than conventional methods. Conventional aluminum production is done by pumping huge electrical currents into a vat of molten aluminum dissolved in mineral salts at nearly 2000 degrees Fahrenheit. GTI's technology occurs near room temperature using reusable solvents to dissolve the ore. Because GTI's design relies on chemical dissolution rather than heat, its cells can operate at room temperature, meaning it does not suffer from wasteful thermal energy losses associated with conventional systems. GTI's electrochemical cell could also make aluminum production significantly less expensive by using less costly, domestically available ore with no drop in quality.
",2015-03-31,METALS,ALUMNI,?q=slick-sheet-project/membrane-extraction-aluminum-production,2014-01-01,Illinois,Membrane Extraction for Aluminum Production,Manufacturing Efficiency, ,0.807426,0.0,Yes,Non-profit,0,Perish,blank,blank,blank,Perish,https://patents.google.com/patent/US9315914B2/en?q=aluminum&assignee=Gas+Technology+Institute&country=US&after=priority:20100101&language=ENGLISH,blank,blank,blank,Don't see Al processing in their extensive portfolio,blank,Perish,https://patents.google.com/patent/US9315914B2/en?q=aluminum&assignee=Gas+Technology+Institute&country=US&after=priority:20100101&language=ENGLISH,0,5.0,5.0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
113,113,General Atomics,"General Atomics is developing a direct current (DC) circuit breaker that could protect the grid from faults 100 times faster than its alternating current (AC) counterparts. Circuit breakers are critical elements in any electrical system. At the grid level, their main function is to isolate parts of the grid where a fault has occurred--such as a downed power line or a transformer explosion--from the rest of the system. DC circuit breakers must interrupt the system during a fault much faster than AC circuit breakers to prevent possible damage to cables, converters and other grid-level components. General Atomics' high-voltage DC circuit breaker would react in less than 1/1,000th of a second to interrupt current during a fault, preventing potential hazards to people and equipment.
",2013-07-31,GENI,ALUMNI,?q=slick-sheet-project/low-insertion-hvdc-circuit-breaker,2012-01-09,California,Low-Insertion HVDC Circuit Breaker,Grid, ,2.268543,0.0,Yes,For-profit,1,Pivot,blank,Perish,blank,blank,No mention of the DC circuit breaker anywhere on website,blank,no data,blank,blank,blank,Perish,,0,3.0,3.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
114,114,General Atomics,"General Atomics is developing a flow battery technology based on chemistry similar to that used in the traditional lead-acid battery found in nearly every car on the road today. Flow batteries store energy in chemicals that are held in tanks outside the battery. When the energy is needed, the chemicals are pumped through the battery. Using the same basic chemistry as a traditional battery but storing its energy outside of the cell allows for the use of very low-cost materials. The goal is to develop a system that is far more durable than today's lead-acid batteries, can be scaled to deliver megawatts of power, and which lowers the cost of energy storage below $100 per kilowatt hour.
",2013-08-28,GRIDS,ALUMNI,?q=slick-sheet-project/soluble-lead-flow-battery,2010-09-01,California,Soluble Lead Flow Battery,Storage, ,1.979619,0.0,Yes,For-profit,1,Pivot,blank,blank,blank,Pivot,they go other $ for very different projects (similar to ge?),blank,blank,blank,General Atomics not in grid storage or flow batteries,blank,Pivot,they go other $ for very different projects (similar to ge?),0,3.0,1.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
115,115,General Compression,"General Compression has developed a transformative, near-isothermal compressed air energy storage system (GCAES) that prevents air from heating up during compression and cooling down during expansion. When integrated with renewable generation, such as a wind farm, intermittent energy can be stored in compressed air in salt caverns or pressurized tanks. When electricity is needed, the process is reversed and the compressed air is expanded to produce electricity. Unlike conventional compressed air energy storage (CAES) projects, no gas is burned to convert the stored high-pressure air back into electricity. The result of this breakthrough is an ultra-efficient, fully shapeable, 100% renewable and carbon-free power product. The GCAES system can provide high quality electricity and ancillary services by effectively integrating renewables onto the grid at a cost that is competitive with gas, coal, and nuclear generation.
",2011-04-01,GRIDS,ALUMNI,?q=slick-sheet-project/fuel-free-compressed-air-energy-storage,2010-09-13,Massachusetts,Fuel-Free Compressed-Air Energy Storage,Storage, ,0.75,0.0,Yes,For-profit,0,Perish,blank,blank,blank,Perish,Was going to merge with SustainX to be come GCX Energy Storage --> no website/any info,blank,blank,blank,Out of business? Compressed Air Energy Storage - using wind power,blank,Perish,Was going to merge with SustainX to be come GCX Energy Storage --> no website/any info,0,1.0,1.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
116,116,General Electric (GE) Global Research,"General Electric (GE) Global Research and the University of Pittsburgh are developing a unique CO<sub>2</sub> capture process in which a liquid absorbent changes into a solid upon contact with CO<sub>2</sub>. Once in solid form, the material can be separated and the CO<sub>2</sub> can be released for storage by heating. Upon heating, the absorbent returns to its liquid form, where it can be reused to capture more CO<sub>2</sub>. The approach is more efficient than other solvent-based processes because it avoids the heating of extraneous solvents such as water. This ultimately leads to a lower cost of CO<sub>2</sub> capture and will lower the additional cost to produce electricity for coal-fired power plants that retrofit their facilities to include this technology.

",2013-09-30,IMPACCT,ALUMNI,?q=slick-sheet-project/co2-capture-liquid-solid-absorbents,2010-10-01,Connecticut,CO2 Capture with Liquid-to-Solid Absorbents,Resource Efficiency, ,3.692967,0.0,No,For-profit,1,Perish,blank,Persist,blank,blank,"In NETL doc, GE reorg killed it",blank,,blank,blank,blank,Perish,,0,3.0,1.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
117,117,General Electric (GE) Global Research,"General Electric (GE) Global Research will partner with Virginia Tech to design, fabricate, and test a novel, hollow core, microstructured optical fiber for long path-length transmission of infrared radiation at methane absorption wavelengths. GE will drill micrometer-sized side-holes to allow gases to penetrate into the hollow core. The team will use a combination of techniques to quantify and localize the methane in the hollow core. GE's plans to develop fibers that can be designed to fit any natural gas system, providing flexibility to adapt to the needs of a monitoring program in a wide variety of places along the natural gas value chain, including transmission and gathering pipelines. GE anticipates that the fiber detector will be cost competitive with other highly selective methane detectors, and therefore offer innovative capabilities for more cost effective methane monitoring.
",2018-08-07,MONITOR,ALUMNI,?q=slick-sheet-project/optical-fibers-methane-detection,2015-05-08,Connecticut,Optical Fibers for Methane Detection,Resource Efficiency, ,1.438627,0.0,No,For-profit,0,Persist,blank,Persist,blank,blank,https://www.scientia.global/dr-bill-challener-exploiting-fibre-optics-for-detecting-pipeline-leaks/,blank,,blank,blank,blank,Persist,https://www.scientia.global/dr-bill-challener-exploiting-fibre-optics-for-detecting-pipeline-leaks/,0,8.0,6.0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
118,118,General Electric (GE) Global Research,"General Electric (GE) Global Research is developing new, low-cost insulation for high-voltage direct current (HVDC) electricity transmission cables. The current material used to insulate HVDC transmission cables is very expensive and can account for as much as 1/3 of the total cost of a high-voltage transmission system. GE is embedding nanomaterials into specialty rubber to create its insulation. Not only are these materials less expensive than those used in conventional HVDC insulation, but also they will help suppress excess charge accumulation. The excess charge left behind on a cable poses a major challenge for high-voltage insulation--if it is not kept to a low level, it could ultimately lead the insulation to fail. GE's low-cost insulation is compatible with existing U.S. cable manufacturing processes, further enhancing its cost effectiveness.
",2014-05-31,GENI,ALUMNI,?q=slick-sheet-project/cost-effective-cable-insulation,2012-02-24,Connecticut,Cost-Effective Cable Insulation,Grid, ,0.816229,0.0,Yes,For-profit,0,Perish,blank,Persist,blank,blank,can't find anything after project,blank,,blank,blank,blank,Pivot,,0,4.0,3.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
119,119,General Electric (GE) Global Research,"General Electric (GE) Global Research will design, manufacture, and test an absorption heat pump that can be used for supplemental dry cooling at thermoelectric power plants. The team's project features a novel, absorbent-enabled regenerator that doubles the coefficient of performance of conventional absorption heat pumps. The new absorbents demonstrate greater hygroscopic potential, or the ability to prevent evaporation. To remove heat and cool condenser water, these absorbents take in water vapor (refrigerant) and release the water as liquid during desorption without vaporization or boiling. GE's technology will use waste heat from the power plant's flue gas to drive the cooling system, eliminating the need for an additional power source. GE estimates the system will cost half that of conventional absorption heat pumps.
",2017-03-02,ARID,ALUMNI,?q=slick-sheet-project/absorption-heat-pump,2015-09-01,Connecticut,Absorption Heat Pump,Resource Efficiency, ,1.09994,0.0,Yes,For-profit,0,Pivot,blank,Persist,blank,blank,"sort of related patent, but couldn't find any products online",blank,http://gemeac.com/pdf/Air-Products/GE_AASP_Series_combine.pdf,blank,blank,blank,Pivot,,0,7.0,6.0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
120,120,General Electric (GE) Global Research,"General Electric (GE) Global Research is developing electricity transmission hardware that could connect distributed renewable energy sources, like wind farms, directly to the grid--eliminating the need to feed the energy generated through intermediate power conversion stations before they enter the grid. GE is using the advanced semiconductor material silicon carbide (SiC) to conduct electricity through its transmission hardware because SiC can operate at higher voltage levels than semiconductors made out of other materials. This high-voltage capability is important because electricity must be converted to high-voltage levels before it can be sent along the grid's network of transmission lines. Power companies do this because less electricity is lost along the lines when the voltage is high.
",2015-01-22,GENI,ALUMNI,?q=slick-sheet-project/connecting-renewables-directly-grid,2012-01-23,Connecticut,Connecting Renewables Directly to the Grid,Grid, ,4.412392,0.0,Yes,For-profit,1,Perish,blank,Persist,blank,blank,nothing on the website,blank,,blank,blank,blank,Pivot,,0,5.0,3.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
121,121,General Electric (GE) Global Research,"General Electric (GE) Global Research is developing a new gas tube switch that could significantly improve and lower the cost of utility-scale power conversion. A switch breaks an electrical circuit by interrupting the current or diverting it from one conductor to another. To date, solid state semiconductor switches have completely replaced gas tube switches in utility-scale power converters because they have provided lower cost, higher efficiency, and greater reliability. GE is using new materials and innovative designs to develop tubes that not only operate well in high-power conversion, but also perform better and cost less than non-tube electrical switches. A single gas tube switch could replace many semiconductor switches, resulting in more cost effective high power converters.

",2017-07-31,OPEN 2012,ALUMNI,?q=slick-sheet-project/high-power-gas-tube-switches,2013-04-30,Connecticut,High-Power Gas Tube Switches,Grid, ,5.470993,1.0,No,For-profit,1,Persist,blank,Persist,blank,blank,,blank,also use for ac interim,blank,blank,blank,Persist,,0,7.0,4.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
122,122,General Electric (GE) Global Research,"GE is designing and testing components of a turbine system driven by high-temperature, high-pressure carbon dioxide (CO<sub>2</sub>) to develop a more durable and efficient energy conversion system. Current solar energy system components break down at high temperatures, shortening the system's cycle life. GE's energy storage system stores heat from the sun in molten salt at moderate temperature and uses surplus electricity from the grid to create a phase change heat sink, which helps manage the temperature of the system. Initially, the CO<sub>2</sub> remains at a low temperature and low pressure to enable more efficient energy storage. Then, the temperature and pressure of the CO<sub>2</sub> is increased and expanded through a turbine to generate dispatchable electricity. The dramatic change in temperature and pressure is enabled by an innovative system design that prevents thermal losses across the turbine and increases its cycle life. This grid-scale energy storage system could be coupled to a hybrid solar converter to deliver solar electricity on demand.

",2018-12-31,FOCUS,ALUMNI,?q=slick-sheet-project/electrochemical-energy-storage-supercritical-co2-cycle,2014-08-01,Connecticut,Electrochemical Energy Storage with a Supercritical CO2 Cycle,Distributed Generation, ,2.275671,0.0,Yes,For-profit,1,Pivot,Persist,blank,blank,blank,"still researchy, but got follow-on funding",,blank,blank,blank,blank,Pivot,x,0,8.0,5.0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
123,123,General Electric (GE) Global Research,"General Electric (GE) Global Research is using nanomaterials technology to develop advanced magnets that contain fewer rare earth materials than their predecessors. Nanomaterials technology involves manipulating matter at the atomic or molecular scale, which can represent a stumbling block for magnets because it is difficult to create a finely grained magnet at that scale. GE is developing bulk magnets with finely tuned structures using iron-based mixtures that contain 80% less rare earth materials than traditional magnets, which will reduce their overall cost. These magnets will enable further commercialization of HEVs, EVs, and wind turbine generators while enhancing U.S. competitiveness in industries that heavily utilize these alternatives to rare earth minerals.
",2013-09-30,OPEN 2009,ALUMNI,?q=slick-sheet-project/nanocomposite-magnets,2010-10-01,Connecticut,Nanocomposite Magnets,Transportation Vehicles, ,2.249123,1.0,No,For-profit,0,Pivot,blank,blank,Persist,blank,"hold a patent for making nanocomposities, but nothing about the vehicle strategy",blank,blank,,blank,blank,Pivot,https://www.energy.gov/sites/prod/files/2018/04/f50/Amorphous%20and%20Nanocomposite%20Magnets%20for%20High%20Efficiency%20High%20Speed%20Motor%20Designs.pdf,0,3.0,1.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
124,124,General Electric (GE) Global Research,"General Electric (GE) Global Research is developing low-cost, thin-film sensors that enable real-time mapping of temperature and surface pressure for each cell within a battery pack, which could help predict how and when batteries begin to fail. The thermal sensors within today's best battery packs are thick, expensive, and incapable of precisely assessing important factors like temperature and pressure within their cells. In comparison to today's best systems, GE's design would provide temperature and pressure measurements using smaller, more affordable sensors than those used in today's measurement systems. Ultimately, GE's sensors could dramatically improve the thermal mapping and pressure measurement capabilities of battery management systems, allowing for better prediction of potential battery failures.

",2016-12-31,AMPED,ALUMNI,?q=slick-sheet-project/thin-film-temperature-sensors-batteries,2013-01-01,Connecticut,Thin-Film Temperature Sensors for Batteries,Storage,Transportation Storage,3.122076,0.0,No,For-profit,1,Pivot,blank,blank,blank,Persist,"got bought, won a bunch of awards, but nothing on website",blank,blank,blank,Amphenol Advanced Sensors Transportation Sensor Applications,blank,Pivot,"got bought, won a bunch of awards, but nothing on website",0,6.0,4.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
125,125,General Electric (GE) Power & Water,"General Electric (GE) Power &amp; Water is developing an innovative, high-energy chemistry for a water-based flow battery. A flow battery is an easily rechargeable system that stores its electrode--the material that provides energy--as liquid in external tanks. Flow batteries have typically been used in grid-scale storage applications, but their flexible design architecture could enable their use in vehicles. To create a flow battery suitable for EVs, GE will test new chemistries with improved energy storage capabilities and built a working prototype. GE's water-based flow battery would be inherently safe because no combustible components would be required and any reactive liquids would be contained in separate tanks. GE estimates that its flow battery could reduce costs by up to 75% while offering a driving range of approximately 240 miles.
",2015-04-02,RANGE,ALUMNI,?q=slick-sheet-project/water-based-flow-battery-evs,2014-03-28,Connecticut,Water-Based Flow Battery for EVs,Transportation Storage, ,0.887755,0.0,Yes,For-profit,1,Perish,blank,blank,blank,blank,"Nothing on their website, seems like they spun out transportation",blank,blank,blank,blank,blank,Perish,"Nothing on their website, seems like they spun out transportation",0,5.0,5.0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
126,126,General Motors (GM),"General Motors (GM) is using shape memory alloys that require as little as a 10?C temperature difference to convert low-grade waste heat into mechanical energy. When a stretched wire made of shape memory alloy is heated, it shrinks back to its pre-stretched length. When the wire cools back down, it becomes more pliable and can revert to its original stretched shape. This expansion and contraction can be used directly as mechanical energy output or used to drive an electric generator. Shape memory alloy heat engines have been around for decades, but the few devices that engineers have built were too complex, required fluid baths, and had insufficient cycle life for practical use. GM is working to create a prototype that is practical for commercial applications and capable of operating with either air- or fluid-based heat sources. GM's shape memory alloy based heat engine is also designed for use in a variety of non-vehicle applications. For example, it can be used to harvest non-vehicle heat sources, such as domestic and industrial waste heat and natural geothermal heat, and in HVAC systems and generators.

",2012-03-31,OPEN 2009,ALUMNI,?q=slick-sheet-project/waste-heat-recovery-system,2010-01-01,Michigan,Waste Heat Recovery System,Resource Efficiency, ,2.698935,1.0,No,For-profit,1,Pivot,blank,Pivot,blank,blank,"They used waste heat for interior heating, but no mechanical work",blank,"different application, but may still also be Persisting",blank,blank,blank,Pivot,"They used waste heat for interior heating, but no mechanical work",0,2.0,1.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
127,127,GeneSiC Semiconductor,"GeneSiC Semiconductor will lead a team to develop high-power and voltage (1200V) vertical transistors on free-standing gallium nitride (GaN) substrates. Bipolar junction transistors amplify or switch electrical current. NPN junction transistors are one class of these transistors consisting of a layer of p-type semiconductor between two n-type semiconductors. The output electrical current between two terminals is controlled by applying a small input current at the third terminal. The proposed effort combines the latest innovations in device designs/process technology, bulk GaN substrate technology, and innovative metal-organic chemical vapor deposition epitaxial growth techniques. If the proposed design concept is successful, it will enable three-fold improvement of power density in high voltage devices, and provide a low-cost solution for mass market power conversion. Moreover, the device can be processed with significantly lower process complexity and cost, as compared to competing silicon carbide and GaN device technologies. GeneSiC will focus on all device development tasks while its partner, Adroit Materials, will focus on the GaN epitaxial growth on bulk GaN substrates, as well as detailed materials characterization according to specifications generated by GeneSiC.

",2018-09-19,IDEAS,ALUMNI,?q=slick-sheet-project/novel-gallium-nitride-transistors,2016-12-20,Virginia,Novel Gallium Nitride Transistors,Distributed Generation, ,0.43852,1.0,No,For-profit,0,Perish,Pivot,blank,blank,blank,"No GaN products, publications",No more publications from project contact on project,blank,blank,blank,blank,Perish,,0,8.0,7.0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
128,128,GeneSiC Semiconductor,"GeneSiC Semiconductor is developing an advanced silicon-carbide (SiC)-based semiconductor called an anode-switched thyristor. This low-cost, compact SiC semiconductor conducts higher levels of electrical energy with better precision than traditional silicon semiconductors. This efficiency will enable a dramatic reduction in the size, weight, and volume of the power converters and the electronic devices they are used in. GeneSiC is developing its SiC-based semiconductor for utility-scale power converters. Traditional silicon semiconductors can't process the high voltages that utility-scale power distribution requires, and they must be stacked in complicated circuits that require bulky insulation and cooling hardware. GeneSiC's semiconductors are well suited for high-power applications like large-scale renewable wind and solar energy installations.
",2013-02-28,ADEPT,ALUMNI,?q=slick-sheet-project/utility-scale-silicon-carbide-semiconductor,2010-09-01,Virginia,Utility-Scale Silicon Carbide Semiconductor,Electrical Efficiency, ,2.530949,0.0,No,For-profit,0,Pivot,Persist,blank,blank,blank,,Seem to be selling this product,blank,blank,blank,blank,Pivot,x,0,3.0,1.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
129,129,George Washington University (GWU),"George Washington University (GWU) will develop a new technique to produce commercial III-V substrates called Transfer Printed Virtual Substrates (TPVS). To reduce costs, the team proposes using a single source substrate to grow numerous virtual substrate layers. The team will use an enabling technology, called micro-transfer printing (MTP), to transfer the layers from the source substrate, in the form of many microscale ""chiplets,""  and deposit them onto a low-cost handle (silicon, for example). Once printed, the clean surfaces of the MTP process allows each chiplet to complete the epitaxial growth process on the lower cost substrate after having been seeded from the initial source and having sacrificial layers in between to release the chiplets from the source wafer. The TPVS process can potentially yield tens to hundreds virtual substrates from a single source wafer. Any micro/nanoscale device grown on III-V substrates, such as sensors, detectors, lasers, power electronics, and high-speed transistors, will experience significant cost reductions as a direct result of TPVS deployment. TPVS can also reduce the demand for rare minerals used for a wide range of critical technological applications due to the greater efficiency with which each initial source substrate is utilized.

",2018-11-16,IDEAS,ALUMNI,?q=slick-sheet-project/transfer-printed-virtual-substrates,2017-08-02,District Of Columbia,Transfer Printed Virtual Substrates,Distributed Generation, ,0.499358,1.0,No,Non-profit,0,Persist,Persist,blank,blank,blank,,Recent publication citing initial publication,blank,blank,blank,blank,Persist,,0,8.0,8.0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
130,130,Georgia Tech Research Corporation,"Georgia Tech Research Corporation is developing a high-efficiency concentrating solar receiver and reactor for the production of solar fuels. The team will develop a system that uses liquid metal to capture and transport heat at much higher temperatures compared to state-of-the-art concentrating solar power facilities. This high temperature system will be combined with the team's novel reactor to produce solar fuels that allow the flexibility to store and transport solar energy for later use or for immediate power production. Higher temperatures should result in much higher efficiencies and therefore lower costs of produced fuel or electricity. Additionally, plant operators would have the flexibility to match electricity or fuel production with the changing market demand to improve the cost effectiveness of the plant.
",2016-10-17,OPEN 2012,ALUMNI,?q=slick-sheet-project/high-efficiency-solar-fuel-reactor,2013-04-17,Georgia,High-Efficiency Solar Fuel Reactor,Distributed Generation, ,3.59864,1.0,No,Non-profit,1,Perish,Persist,blank,blank,blank,"No one's licensed it, research is for CSP, not solar fuels ",,blank,blank,blank,blank,Perish,x,0,6.0,4.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
131,131,Georgia Tech Research Corporation,"Georgia Tech Research Corporation is developing a fuel cell that operates at temperatures less than 500?C by integrating nanostructured materials into all cell components. This is a departure from traditional fuel cells that operate at much lower or much higher temperatures. By developing multifunctional anodes that can efficiently reform and directly process methane, this fuel cell will allow for efficient use of methane. Additionally, the Georgia Tech team will develop nanocomposite electrolytes to reduce cell temperature without sacrificing system performance. These technological advances will enable an efficient, intermediate-temperature fuel cell for distributed generation applications.

",2018-09-30,REBELS,ALUMNI,?q=slick-sheet-project/fuel-cell-tailored-efficient-utilization-methane,2014-10-01,Georgia,Fuel Cell Tailored for Efficient Utilization of Methane,Distributed Generation,Storage,1.230755,0.0,Yes,Non-profit,0,Persist,Pivot,blank,blank,blank,"Recent patent, publications",Pivot to hydrogen instead of methane,blank,blank,blank,blank,Pivot,,0,8.0,5.0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
